Name_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type_Intake,Sex_upon_Intake,Age_upon_Intake,Breed_Intake,Color_Intake,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,year_intake,month_intake,year_outcome,month_outcome,birth_year,birth_month,percent,Time_In_Shelter,Neutered_Spayed_In_Shelter
Named,Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333333,Mixed-Breed,Mixed-Color,Neutered Male,0.6666666666666666,0.0,2014,5,2014,5,2013,9,0.2849002849002849,0.08333333333333337,Yes
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Mixed-Breed,Mixed-Color,Spayed Female,0.09615384615384616,0.0,2014,5,2014,6,2014,4,0.2849002849002849,0.01282051282051283,Yes
Named,Austin (TX),Stray,Injured,Cat,Intact Female,0.25,Mixed-Breed,Pure-Color,Intact Female,0.3333333333333333,1.0,2015,5,2015,5,2015,1,0.15408320493066258,0.08333333333333331,No
Named,Other (TX),Stray,Injured,Cat,Intact Male,0.08333333333333333,Mixed-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2017,10,2017,10,2017,8,0.2849002849002849,0.08333333333333333,Yes
Unnamed,Other (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2017,5,2017,5,2017,2,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Mixed-Breed,Mixed-Color,Intact Male,2.0,0.0,2018,7,2018,8,2016,7,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Mixed-Breed,Mixed-Color,Spayed Female,2.0,0.0,2017,12,2017,12,2015,7,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2017,2,2017,3,2016,12,0.2849002849002849,0.0,Yes
Named,Other (TX),Public Assist,Normal,Dog,Spayed Female,3.0,Pure-Breed,Pure-Color,Spayed Female,3.0,0.0,2019,7,2019,7,2016,7,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.6666666666666666,Mixed-Breed,Pure-Color,Intact Male,0.6666666666666666,0.0,2014,12,2014,12,2014,4,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8.0,Mixed-Breed,Pure-Color,Neutered Male,8.0,0.0,2018,12,2018,12,2010,12,0.15408320493066258,0.0,No
Named,Other (TX),Public Assist,Normal,Cat,Neutered Male,9.0,Mixed-Breed,Mixed-Color,Neutered Male,9.0,0.0,2016,12,2017,2,2007,12,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Mixed-Breed,Mixed-Color,Spayed Female,2.0,0.0,2015,8,2015,9,2013,9,0.2849002849002849,1.0,Yes
Named,Austin (TX),Stray,Normal,Dog,Neutered Male,9.0,Mixed-Breed,Mixed-Color,Neutered Male,9.0,0.0,2019,4,2019,4,2009,6,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Unknown,0.6666666666666666,Mixed-Breed,Pure-Color,Unknown,0.6666666666666666,0.0,2015,2,2015,2,2014,6,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Public Assist,Normal,Dog,Intact Male,0.019230769230769232,Mixed-Breed,Mixed-Color,Intact Male,0.038461538461538464,0.0,2014,12,2014,12,2014,12,0.15408320493066258,0.019230769230769232,No
Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2019,10,2019,10,2018,10,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2014,11,2014,11,2014,9,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,0.41666666666666663,Mixed-Breed,Pure-Color,Unknown,0.41666666666666663,1.0,2014,5,2014,5,2013,11,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Sick,Dog,Intact Female,0.019230769230769232,Mixed-Breed,Mixed-Color,Spayed Female,0.25,0.0,2015,8,2015,11,2015,8,0.2849002849002849,0.23076923076923078,Yes
Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.08333333333333333,Mixed-Breed,Pure-Color,Spayed Female,0.25,0.0,2016,6,2016,8,2016,4,0.2849002849002849,0.16666666666666669,Yes
Named,Austin (TX),Stray,Normal,Cat,Spayed Female,9.0,Mixed-Breed,Pure-Color,Spayed Female,9.0,0.0,2017,10,2017,10,2008,3,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Mixed-Breed,Mixed-Color,Spayed Female,1.0,0.0,2019,5,2019,6,2018,5,0.2849002849002849,0.0,Yes
Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Mixed-Breed,Mixed-Color,Neutered Male,0.3333333333333333,0.0,2016,4,2016,8,2016,4,0.2849002849002849,0.2756410256410256,Yes
Named,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,0.41666666666666663,Mixed-Breed,Mixed-Color,Intact Male,0.41666666666666663,0.0,2016,2,2016,2,2015,9,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,Mixed-Breed,Mixed-Color,Neutered Male,0.08333333333333333,0.0,2017,6,2017,6,2017,4,0.2849002849002849,0.0,Yes
Named,Other (TX),Public Assist,Normal,Dog,Neutered Male,7.0,Mixed-Breed,Mixed-Color,Neutered Male,7.0,0.0,2017,2,2017,2,2010,2,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Wildlife,Injured,Other,Unknown,1.0,Mixed-Breed,Pure-Color,Unknown,1.0,1.0,2016,7,2016,7,2015,7,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Sick,Cat,Intact Male,10.0,Mixed-Breed,Pure-Color,Intact Male,10.0,1.0,2017,10,2017,10,2007,10,0.15408320493066258,0.0,No
Named,Other (TX),Owner Surrender,Normal,Cat,Intact Female,0.08333333333333333,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2016,5,2016,6,2016,3,0.2849002849002849,0.08333333333333333,Yes
Named,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Cross-Breed,Pure-Color,Neutered Male,1.0,0.0,2017,3,2017,3,2016,3,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.08333333333333333,Pure-Breed,Pure-Color,Spayed Female,0.08333333333333333,0.0,2019,8,2019,8,2019,6,0.2849002849002849,0.0,Yes
Unnamed,Other (TX),Stray,Normal,Dog,Intact Male,1.0,Cross-Breed,Mixed-Color,Neutered Male,1.0,0.0,2016,8,2016,8,2015,8,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2017,4,2017,4,2016,4,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Spayed Female,7.0,Pure-Breed,Mixed-Color,Spayed Female,7.0,0.0,2016,11,2016,11,2009,11,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Cross-Breed,Pure-Color,Spayed Female,1.0,0.0,2014,2,2014,2,2013,2,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Mixed-Breed,Mixed-Color,Intact Male,0.057692307692307696,0.0,2017,11,2017,11,2017,11,0.15408320493066258,0.0,No
Named,Austin (TX),Public Assist,Normal,Dog,Intact Female,7.0,Mixed-Breed,Mixed-Color,Intact Female,7.0,0.0,2018,7,2018,7,2011,7,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Pure-Breed,Mixed-Color,Neutered Male,2.0,0.0,2019,6,2019,7,2017,6,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Stray,Sick,Cat,Intact Female,0.07692307692307693,Mixed-Breed,Pure-Color,Intact Female,0.07692307692307693,0.0,2016,5,2016,5,2016,4,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Male,0.75,Cross-Breed,Mixed-Color,Intact Male,0.75,0.0,2019,9,2019,10,2018,12,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,4.0,Mixed-Breed,Pure-Color,Intact Female,4.0,0.0,2017,10,2017,10,2013,10,0.15408320493066258,0.0,No
Unnamed,Other (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Mixed-Breed,Pure-Color,Intact Male,0.16666666666666666,0.0,2015,6,2015,7,2015,4,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Intact Male,2.0,0.0,2019,7,2019,7,2017,7,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Mixed-Breed,Mixed-Color,Intact Male,0.08333333333333333,0.0,2018,3,2018,3,2018,1,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Injured,Cat,Spayed Female,1.0,Mixed-Breed,Mixed-Color,Spayed Female,1.0,1.0,2015,5,2015,5,2014,5,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Cross-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2019,11,2019,11,2019,9,0.2849002849002849,0.0,Yes
Unnamed,Other (TX),Stray,Nursing,Cat,Intact Female,0.0,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2019,3,2019,5,2019,3,0.2849002849002849,0.16666666666666666,Yes
Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Intact Male,1.0,0.0,2015,2,2015,3,2014,2,0.15408320493066258,0.0,No
Unnamed,Other (TX),Stray,Normal,Dog,Spayed Female,1.0,Cross-Breed,Pure-Color,Spayed Female,1.0,0.0,2014,2,2014,2,2013,2,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Injured,Cat,Intact Female,0.038461538461538464,Mixed-Breed,Pure-Color,Intact Female,0.25,1.0,2015,5,2015,9,2015,5,0.15408320493066258,0.21153846153846154,No
Named,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Mixed-Breed,Mixed-Color,Spayed Female,2.0,0.0,2014,1,2014,4,2012,1,0.2849002849002849,0.0,Yes
Named,Other (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Mixed-Breed,Mixed-Color,Neutered Male,0.41666666666666663,0.0,2016,8,2016,11,2016,6,0.2849002849002849,0.3333333333333333,Yes
Unnamed,Austin (TX),Stray,Nursing,Cat,Intact Male,0.038461538461538464,Mixed-Breed,Pure-Color,Intact Male,0.038461538461538464,0.0,2014,8,2014,8,2014,7,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2018,7,2018,7,2018,5,0.2849002849002849,0.08333333333333333,Yes
Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Pure-Breed,Pure-Color,Neutered Male,0.08333333333333333,0.0,2015,6,2015,7,2015,5,0.2849002849002849,0.006410256410256401,Yes
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Mixed-Breed,Pure-Color,Neutered Male,1.0,0.0,2017,1,2017,1,2016,1,0.2849002849002849,0.0,Yes
Named,Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Mixed-Breed,Mixed-Color,Neutered Male,4.0,0.0,2014,4,2014,4,2010,4,0.2849002849002849,0.0,Yes
Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Neutered Male,2.0,1.0,2018,11,2019,2,2016,11,0.2849002849002849,0.0,Yes
Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.3333333333333333,Mixed-Breed,Mixed-Color,Neutered Male,0.3333333333333333,0.0,2016,11,2016,11,2016,7,0.2849002849002849,0.0,Yes
Named,Austin (TX),Euthanasia Request,Aged,Dog,Unknown,14.0,Mixed-Breed,Pure-Color,Unknown,14.0,1.0,2015,4,2015,4,2001,4,0.15408320493066258,0.0,No
Named,Austin (TX),Public Assist,Normal,Dog,Neutered Male,8.0,Mixed-Breed,Mixed-Color,Neutered Male,8.0,0.0,2017,1,2017,1,2009,1,0.15408320493066258,0.0,No
Named,Other (TX),Stray,Normal,Dog,Intact Male,4.0,Mixed-Breed,Mixed-Color,Neutered Male,4.0,0.0,2018,1,2018,5,2014,1,0.2849002849002849,0.0,Yes
Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,Mixed-Breed,Mixed-Color,Spayed Female,2.0,0.0,2016,9,2016,9,2014,3,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Mixed-Breed,Pure-Color,Intact Female,1.0,0.0,2016,8,2016,8,2015,8,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Unknown,0.057692307692307696,Pure-Breed,Pure-Color,Unknown,0.057692307692307696,0.0,2018,5,2018,5,2018,5,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Mixed-Breed,Mixed-Color,Neutered Male,2.0,0.0,2019,2,2019,2,2017,2,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Mixed-Breed,Mixed-Color,Intact Female,1.0,0.0,2017,7,2017,7,2016,7,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Mixed-Breed,Mixed-Color,Intact Female,0.057692307692307696,0.0,2017,7,2017,7,2017,6,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,Pure-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2019,8,2019,8,2019,6,0.2849002849002849,0.08333333333333333,Yes
Named,Austin (TX),Stray,Normal,Dog,Spayed Female,1.0,Mixed-Breed,Pure-Color,Spayed Female,1.0,0.0,2015,11,2015,11,2014,5,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Mixed-Breed,Pure-Color,Intact Female,0.07692307692307693,1.0,2018,6,2018,6,2018,5,0.15408320493066258,0.019230769230769232,No
Named,Other (TX),Stray,Sick,Dog,Intact Male,3.0,Mixed-Breed,Mixed-Color,Neutered Male,3.0,0.0,2016,9,2016,10,2013,9,0.2849002849002849,0.0,Yes
Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Cross-Breed,Mixed-Color,Neutered Male,2.0,0.0,2014,12,2014,12,2012,12,0.2849002849002849,0.0,Yes
Unnamed,Other (TX),Wildlife,Normal,Other,Unknown,3.0,Mixed-Breed,Pure-Color,Unknown,3.0,1.0,2016,2,2016,2,2013,2,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Male,6.0,Pure-Breed,Pure-Color,Intact Male,6.0,0.0,2020,1,2020,1,2014,1,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Sick,Cat,Intact Female,0.08333333333333333,Pure-Breed,Pure-Color,Spayed Female,0.25,0.0,2014,12,2015,2,2014,11,0.2849002849002849,0.16666666666666669,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Mixed-Breed,Pure-Color,Intact Male,1.0,0.0,2017,4,2017,4,2016,4,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.25,Mixed-Breed,Mixed-Color,Spayed Female,0.25,0.0,2018,12,2018,12,2018,8,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Mixed-Breed,Pure-Color,Intact Male,1.0,0.0,2016,6,2016,6,2015,6,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Nursing,Cat,Intact Female,0.08333333333333333,Mixed-Breed,Pure-Color,Intact Female,0.08333333333333333,0.0,2016,6,2016,6,2016,5,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Pure-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2019,11,2019,12,2019,10,0.2849002849002849,0.08974358974358973,Yes
Named,Austin (TX),Public Assist,Normal,Dog,Intact Male,4.0,Mixed-Breed,Mixed-Color,Neutered Male,4.0,0.0,2015,5,2015,6,2011,5,0.2849002849002849,0.0,Yes
Named,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7.0,Mixed-Breed,Pure-Color,Neutered Male,7.0,0.0,2017,9,2017,9,2010,9,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Mixed-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2018,5,2018,5,2018,3,0.2849002849002849,0.08333333333333333,Yes
Named,Austin (TX),Stray,Normal,Cat,Neutered Male,14.0,Mixed-Breed,Pure-Color,Neutered Male,14.0,0.0,2016,3,2016,3,2002,3,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,Mixed-Breed,Mixed-Color,Spayed Female,3.0,0.0,2014,10,2014,11,2011,10,0.15408320493066258,0.0,No
Named,Other (TX),Stray,Normal,Dog,Intact Female,0.25,Cross-Breed,Mixed-Color,Spayed Female,0.3333333333333333,0.0,2017,3,2017,3,2016,11,0.2849002849002849,0.08333333333333331,Yes
Named,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Mixed-Breed,Mixed-Color,Spayed Female,1.0,0.0,2014,2,2014,2,2012,5,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Neutered Male,1.0,0.0,2014,4,2014,5,2013,4,0.2849002849002849,0.0,Yes
Named,Other (TX),Stray,Normal,Dog,Intact Male,2.0,Mixed-Breed,Mixed-Color,Neutered Male,2.0,1.0,2013,12,2014,2,2011,12,0.2849002849002849,0.0,Yes
Named,Other (TX),Owner Surrender,Normal,Cat,Intact Female,2.0,Mixed-Breed,Pure-Color,Spayed Female,2.0,0.0,2015,11,2015,12,2013,11,0.2849002849002849,0.0,Yes
Named,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5.0,Mixed-Breed,Mixed-Color,Neutered Male,5.0,1.0,2013,12,2014,1,2008,12,0.15408320493066258,0.0,No
Named,Austin (TX),Public Assist,Normal,Cat,Spayed Female,2.0,Mixed-Breed,Pure-Color,Spayed Female,2.0,0.0,2016,12,2016,12,2014,12,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5.0,Mixed-Breed,Pure-Color,Neutered Male,5.0,0.0,2017,2,2017,2,2011,3,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.3333333333333333,Cross-Breed,Mixed-Color,Spayed Female,0.41666666666666663,0.0,2016,10,2016,11,2016,5,0.2849002849002849,0.08333333333333331,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Mixed-Breed,Pure-Color,Intact Female,0.07692307692307693,0.0,2017,9,2017,9,2017,8,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Mixed-Breed,Mixed-Color,Intact Male,0.057692307692307696,0.0,2014,5,2014,5,2014,5,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Mixed-Breed,Mixed-Color,Spayed Female,1.0,0.0,2016,12,2016,11,2015,7,0.15408320493066258,0.0,No
Named,Austin (TX),Public Assist,Normal,Dog,Neutered Male,8.0,Cross-Breed,Mixed-Color,Neutered Male,8.0,0.0,2017,4,2017,4,2009,4,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Pure-Breed,Mixed-Color,Neutered Male,5.0,0.0,2014,6,2014,7,2009,6,0.2849002849002849,0.0,Yes
Named,Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Mixed-Breed,Mixed-Color,Intact Female,2.0,0.0,2017,8,2017,8,2015,8,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Mixed-Breed,Mixed-Color,Intact Female,1.0,0.0,2016,9,2016,9,2015,9,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Mixed-Breed,Mixed-Color,Neutered Male,2.0,1.0,2014,3,2014,3,2012,3,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Mixed-Breed,Pure-Color,Intact Female,0.08333333333333333,0.0,2015,6,2015,6,2015,4,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Wildlife,Injured,Other,Unknown,2.0,Mixed-Breed,Pure-Color,Unknown,2.0,1.0,2014,9,2014,9,2012,9,0.15408320493066258,0.0,No
Named,Other (TX),Stray,Normal,Dog,Intact Female,1.0,Mixed-Breed,Pure-Color,Spayed Female,1.0,0.0,2014,11,2014,12,2013,5,0.2849002849002849,0.0,Yes
Unnamed,Austin (TX),Public Assist,Nursing,Dog,Intact Male,0.019230769230769232,Mixed-Breed,Mixed-Color,Intact Male,0.038461538461538464,0.0,2016,6,2016,6,2016,6,0.15408320493066258,0.019230769230769232,No
Named,Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,Mixed-Breed,Mixed-Color,Spayed Female,3.0,0.0,2017,9,2017,9,2014,9,0.15408320493066258,0.0,No
Named,Other (TX),Stray,Normal,Dog,Neutered Male,6.0,Mixed-Breed,Mixed-Color,Neutered Male,6.0,0.0,2015,10,2015,10,2009,3,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Mixed-Breed,Pure-Color,Neutered Male,0.25,0.0,2017,5,2017,8,2017,4,0.2849002849002849,0.1923076923076923,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,0.25,Mixed-Breed,Mixed-Color,Intact Male,0.25,0.0,2014,6,2014,6,2014,3,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Mixed-Breed,Mixed-Color,Intact Female,0.08333333333333333,0.0,2019,9,2019,9,2019,8,0.15408320493066258,0.0,No
Unnamed,Other (TX),Stray,Nursing,Dog,Unknown,0.0027397260273972603,Mixed-Breed,Pure-Color,Unknown,0.07692307692307693,1.0,2017,9,2017,10,2017,9,0.15408320493066258,0.07418335089567966,No
Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,Mixed-Breed,Mixed-Color,Intact Female,2.0,1.0,2016,2,2016,3,2014,2,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Mixed-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2014,4,2014,6,2014,3,0.2849002849002849,0.08974358974358973,Yes
Unnamed,Austin (TX),Public Assist,Normal,Cat,Unknown,0.038461538461538464,Mixed-Breed,Pure-Color,Unknown,0.038461538461538464,0.0,2016,7,2016,7,2016,7,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Mixed-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2017,4,2017,4,2017,2,0.2849002849002849,0.08333333333333333,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Mixed-Breed,Pure-Color,Intact Female,0.057692307692307696,0.0,2014,4,2014,4,2014,4,0.15408320493066258,0.0,No
Unnamed,Other (TX),Wildlife,Normal,Other,Unknown,1.0,Mixed-Breed,Pure-Color,Unknown,1.0,1.0,2017,8,2017,8,2016,8,0.15408320493066258,0.0,No
Named,Austin (TX),Public Assist,Normal,Dog,Neutered Male,12.0,Mixed-Breed,Mixed-Color,Neutered Male,12.0,0.0,2018,11,2018,11,2006,11,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Mixed-Breed,Pure-Color,Unknown,1.0,1.0,2018,3,2018,3,2017,3,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Cross-Breed,Mixed-Color,Spayed Female,1.0,0.0,2013,11,2013,12,2012,11,0.2849002849002849,0.0,Yes
Named,Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Mixed-Breed,Mixed-Color,Neutered Male,2.0,0.0,2014,7,2014,8,2011,9,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2.0,Mixed-Breed,Mixed-Color,Neutered Male,2.0,0.0,2017,3,2017,3,2014,8,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Injured,Dog,Intact Male,5.0,Pure-Breed,Pure-Color,Neutered Male,5.0,0.0,2014,11,2014,11,2009,11,0.2849002849002849,0.0,Yes
Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Neutered Male,1.0,0.0,2019,9,2019,9,2018,9,0.2849002849002849,0.0,Yes
Unnamed,Other (TX),Stray,Normal,Cat,Intact Female,0.3333333333333333,Mixed-Breed,Pure-Color,Intact Female,0.3333333333333333,0.0,2015,8,2015,8,2015,4,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Mixed-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2016,6,2016,8,2016,5,0.2849002849002849,0.08974358974358973,Yes
Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Mixed-Breed,Mixed-Color,Intact Female,2.0,0.0,2018,8,2018,9,2016,8,0.15408320493066258,0.0,No
Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.07692307692307693,Mixed-Breed,Pure-Color,Intact Male,0.08333333333333333,0.0,2013,11,2013,11,2013,10,0.15408320493066258,0.006410256410256401,No
Named,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,0.75,Mixed-Breed,Mixed-Color,Spayed Female,0.75,0.0,2019,1,2019,2,2018,4,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Mixed-Breed,Mixed-Color,Intact Male,4.0,0.0,2017,5,2017,5,2013,5,0.15408320493066258,1.0,No
Unnamed,Austin (TX),Stray,Injured,Cat,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2019,10,2019,10,2018,10,0.15408320493066258,0.0,No
Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Mixed-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2016,9,2016,9,2016,6,0.2849002849002849,0.0,Yes
Named,Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,Cross-Breed,Mixed-Color,Spayed Female,3.0,0.0,2016,3,2016,3,2012,9,0.15408320493066258,0.0,No
Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Neutered Male,1.0,0.0,2018,8,2018,8,2017,4,0.2849002849002849,0.0,Yes
